agegr,province,gndr,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023
15-19,Чингэлтэй,0,,,,,,,,,,,,,,,,,,768,435,134,1158,512,432,384,648,258,718,257,126,504,415,251
15-19,Чингэлтэй,1,,,,,,,,,,,,,,,,,,324,194,0,333,327,431,407,236,84,297,0,503,126,249,168
15-19,Сонгинохайрхан,0,,,,,,,,,,,,,,,,,,1143,745,736,929,864,779,1203,1127,588,2185,4061,1345,916,1316,775
15-19,Сонгинохайрхан,1,,,,,,,,,,,,,,,,,,1156,543,225,349,368,1007,577,672,611,474,2435,747,0,1024,0
20-24,country,0,,,,,,,,,,,,,,,,,,78315,74477,67769,69906,69249,65999,63010,62785,60251,62034,55597,55368,48863,52133,58515
20-24,country,1,,,,,,,,,,,,,,,,,,63854,56770,51858,51236,54919,47294,46899,40469,40504,44178,38231,40572,34683,39461,29507
20-24,Баян-Өлгий,0,,,,,,,,,,,,,,,,,,2566,2527,2685,2734,2453,3215,3272,2490,3783,3126,2317,3056,2856,2146,3191
20-24,Баян-Өлгий,1,,,,,,,,,,,,,,,,,,2632,2132,3007,3550,2659,3216,3263,2279,2405,2862,2105,1024,2348,1912,953
20-24,Говь-Алтай,0,,,,,,,,,,,,,,,,,,1715,1579,1173,1834,1373,1607,1130,1042,1234,1025,857,1164,1198,631,553
20-24,Говь-Алтай,1,,,,,,,,,,,,,,,,,,853,1470,1281,991,1009,949,1059,754,989,713,1143,963,669,287,228
20-24,Завхан,0,,,,,,,,,,,,,,,,,,1553,2571,1921,2225,2152,1485,931,1094,909,1102,512,560,548,986,1096
20-24,Завхан,1,,,,,,,,,,,,,,,,,,1969,1625,1684,1317,2048,644,600,693,557,619,592,232,909,409,478
20-24,Увс,0,,,,,,,,,,,,,,,,,,2934,1895,2504,1814,1806,1705,1633,2132,1648,1763,1124,1594,2884,1803,1820
20-24,Увс,1,,,,,,,,,,,,,,,,,,2511,2052,1421,1288,1310,1148,1430,1485,1140,1169,727,3027,2272,1361,639
20-24,Ховд,0,,,,,,,,,,,,,,,,,,3417,2281,1968,2684,1832,1356,1784,2684,2160,2161,689,1135,1687,1489,2194
20-24,Ховд,1,,,,,,,,,,,,,,,,,,3070,1884,1881,1283,1410,1322,1066,1685,1434,706,972,637,760,918,341
20-24,Архангай,0,,,,,,,,,,,,,,,,,,2935,2932,2570,2107,2245,2087,1421,1815,1910,2858,3186,1057,1412,1791,1529
20-24,Архангай,1,,,,,,,,,,,,,,,,,,2528,2955,2236,2019,1674,1771,1084,673,944,1144,939,698,763,831,809
20-24,Баянхонгор,0,,,,,,,,,,,,,,,,,,1919,2433,1870,3135,3082,2861,3020,2633,2676,2531,1170,2180,1380,2480,3204
20-24,Баянхонгор,1,,,,,,,,,,,,,,,,,,1896,2284,1996,2213,2551,1936,2179,1740,2001,2332,1285,3415,1877,1642,1556
20-24,Булган,0,,,,,,,,,,,,,,,,,,896,1828,1473,1198,1106,1333,1152,661,1081,888,578,814,947,492,1208
20-24,Булган,1,,,,,,,,,,,,,,,,,,1790,1401,830,916,1078,962,485,502,556,510,554,1058,137,79,286
20-24,Орхон,0,,,,,,,,,,,,,,,,,,1997,2655,1771,3120,2270,1182,1390,2120,1902,1520,1110,1310,1608,1195,1776
20-24,Орхон,1,,,,,,,,,,,,,,,,,,2143,2170,1492,1981,1865,1353,842,1371,1264,1011,1148,575,1083,1072,380
20-24,Өвөрхангай,0,,,,,,,,,,,,,,,,,,4654,4523,2324,3365,2777,2616,1999,2262,2986,3141,1665,2378,2582,1742,1732
20-24,Өвөрхангай,1,,,,,,,,,,,,,,,,,,3743,3191,2395,1404,2447,1954,2121,1360,1287,1796,1930,788,1206,1239,329
20-24,Хөвсгөл,0,,,,,,,,,,,,,,,,,,3927,3748,2884,4257,3639,2963,1947,3314,2915,3129,2200,1327,1128,1323,4144
20-24,Хөвсгөл,1,,,,,,,,,,,,,,,,,,5069,2519,3028,2845,3780,2680,1907,2198,2098,1818,639,1513,1170,999,1295
20-24,Говьсүмбэр,0,,,,,,,,,,,,,,,,,,696,421,305,493,341,243,321,132,252,224,362,387,327,195,251
20-24,Говьсүмбэр,1,,,,,,,,,,,,,,,,,,263,170,351,127,259,60,239,154,157,273,155,232,145,122,384
20-24,Дархан-Уул,0,,,,,,,,,,,,,,,,,,2793,2953,2635,3094,1742,2357,1889,1954,1655,2035,2480,1715,1376,1204,880
20-24,Дархан-Уул,1,,,,,,,,,,,,,,,,,,2062,1798,1705,1785,972,1496,1075,1038,773,1433,1268,720,738,673,370
20-24,Дорноговь,0,,,,,,,,,,,,,,,,,,2148,2550,905,1262,1553,1645,1248,1337,1722,1429,691,1601,1318,1091,1838
20-24,Дорноговь,1,,,,,,,,,,,,,,,,,,1178,1524,398,756,920,952,770,1132,1029,1301,632,334,613,270,967
20-24,Дундговь,0,,,,,,,,,,,,,,,,,,2010,1727,1346,901,811,864,569,863,910,836,976,1607,1448,1239,412
20-24,Дундговь,1,,,,,,,,,,,,,,,,,,1156,1373,782,711,871,605,614,460,572,836,424,913,685,634,687
20-24,Өмнөговь,0,,,,,,,,,,,,,,,,,,2632,2533,2970,1592,1785,1624,1152,1205,1364,1434,1390,613,884,1324,775
20-24,Өмнөговь,1,,,,,,,,,,,,,,,,,,2353,1313,1601,952,1013,1001,902,615,1011,943,653,522,961,796,1268
20-24,Сэлэнгэ,0,,,,,,,,,,,,,,,,,,4678,2320,2814,2804,1992,2080,1666,1596,2314,2919,950,588,673,753,668
20-24,Сэлэнгэ,1,,,,,,,,,,,,,,,,,,2265,1927,1462,1743,1653,981,854,967,1310,1056,767,1221,1229,370,231
20-24,Төв,0,,,,,,,,,,,,,,,,,,2451,2832,2293,2219,2321,1526,2294,1256,1415,1554,1055,2139,1423,2090,910
20-24,Төв,1,,,,,,,,,,,,,,,,,,2347,1549,1176,1272,1907,1090,1003,1213,1399,1340,391,968,281,667,208
20-24,Дорнод,0,,,,,,,,,,,,,,,,,,2147,1804,2608,1551,2350,1970,1487,1330,1092,1145,2593,1125,401,839,498
20-24,Дорнод,1,,,,,,,,,,,,,,,,,,1205,1126,1475,1704,1304,892,1238,904,1022,696,548,1971,1402,664,941
20-24,Сүхбаатар,0,,,,,,,,,,,,,,,,,,1527,2564,1995,1707,2433,1454,1559,1871,1213,1114,714,1797,897,1075,1245
20-24,Сүхбаатар,1,,,,,,,,,,,,,,,,,,1926,1690,2155,1226,1464,1155,1405,1041,883,732,657,983,553,507,709
20-24,Хэнтий,0,,,,,,,,,,,,,,,,,,1118,1521,1475,2008,2093,1702,2409,1361,2338,1542,1234,1489,1604,1690,1918
20-24,Хэнтий,1,,,,,,,,,,,,,,,,,,1544,1558,794,1835,858,1115,1525,819,864,851,1647,594,881,586,1163
20-24,Улаанбаатар,0,,,,,,,,,,,,,,,,,,27602,24280,25280,23802,27093,28124,28737,27633,22772,24558,27744,25732,20282,24555,26674
20-24,Улаанбаатар,1,,,,,,,,,,,,,,,,,,19351,19059,18708,19318,21867,20012,21238,17386,16809,20037,19055,18184,14003,23424,15287
20-24,Улаанбаатар,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24555,26674
20-24,Улаанбаатар,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23424,15287
20-24,Хан-Уул,0,,,,,,,,,,,,,,,,,,2553,1692,1620,1764,1967,3046,2272,2743,3508,1984,2675,1310,681,3686,5324
20-24,Хан-Уул,1,,,,,,,,,,,,,,,,,,1414,1367,1454,1404,1785,2828,2305,1735,1877,1778,1416,2947,1020,3564,2734
20-24,Багануур Багахангай,0,,,,,,,,,,,,,,,,,,637,740,866,275,511,519,489,538,292,400,1907,1490,444,491,187
20-24,Багануур Багахангай,1,,,,,,,,,,,,,,,,,,495,579,401,575,395,308,323,271,141,271,1615,1154,366,178,176
20-24,Баянзүрх,0,,,,,,,,,,,,,,,,,,5255,5815,6447,5683,7411,4733,6827,7385,7432,6724,5844,5022,4971,6118,5732
20-24,Баянзүрх,1,,,,,,,,,,,,,,,,,,3396,5491,4983,4708,6055,4166,5697,5015,5542,5508,4154,5524,4787,7308,5539
20-24,Налайх,0,,,,,,,,,,,,,,,,,,1527,783,918,784,973,656,1364,944,950,932,,,,798,806
20-24,Налайх,1,,,,,,,,,,,,,,,,,,1288,679,502,595,471,576,1007,707,655,448,,,,200,378
20-24,Баянгол,0,,,,,,,,,,,,,,,,,,3121,2544,3639,3386,4288,4279,3479,3296,2531,3079,2678,4830,2449,2442,2543
20-24,Баянгол,1,,,,,,,,,,,,,,,,,,3355,2080,3048,2750,3814,2851,2786,2712,1893,3060,2105,3220,1428,2543,1658
20-24,Сүхбаатар,0,,,,,,,,,,,,,,,,,,1863,2966,3354,3116,2416,3229,2225,1790,1552,2389,2231,2048,3196,1783,3228
20-24,Сүхбаатар,1,,,,,,,,,,,,,,,,,,1294,1819,1699,1650,2444,2336,1495,949,1440,2418,1611,512,1663,2293,1221
20-24,Чингэлтэй,0,,,,,,,,,,,,,,,,,,3695,4543,2375,3832,3093,3234,2960,2888,2372,2727,3473,2515,3672,2656,2346
20-24,Чингэлтэй,1,,,,,,,,,,,,,,,,,,2575,3099,2261,3432,2731,1684,2225,2020,2000,2651,1929,2137,1395,2075,1257
20-24,Сонгинохайрхан,0,,,,,,,,,,,,,,,,,,8951,5197,6061,4962,6434,8428,9121,8049,4135,6323,8936,8517,4868,6580,6508
20-24,Сонгинохайрхан,1,,,,,,,,,,,,,,,,,,5534,3945,4360,4204,4172,5263,5400,3977,3261,3903,6225,2690,3344,5264,2324
25-29,country,0,,,,,,,,,,,,,,,,,,81521,87449,84692,92494,94308,98443,95692,102189,102435,97263,92047,90516,84905,79496,69366
25-29,country,1,,,,,,,,,,,,,,,,,,64569,72591,67608,77680,83147,80496,76645,83839,84669,76392,70916,72876,63987,63665,65139
25-29,Баян-Өлгий,0,,,,,,,,,,,,,,,,,,3552,2712,2675,4366,3702,4463,4202,2667,4224,4267,3746,3054,4728,4824,3333
25-29,Баян-Өлгий,1,,,,,,,,,,,,,,,,,,2680,2110,2228,3469,3554,3586,4444,2610,4226,3739,2502,2432,1488,5066,3502
25-29,Говь-Алтай,0,,,,,,,,,,,,,,,,,,2446,1959,1942,1492,2051,1999,1575,1399,1807,1404,1430,757,1567,1366,1168
25-29,Говь-Алтай,1,,,,,,,,,,,,,,,,,,1382,2179,1516,1840,2012,1692,1117,1456,1573,1278,933,1271,1201,1217,886
25-29,Завхан,0,,,,,,,,,,,,,,,,,,1607,2767,2240,3010,2652,1990,1946,1641,1417,1408,1337,2601,2154,1638,1109
25-29,Завхан,1,,,,,,,,,,,,,,,,,,2552,2439,1999,3023,3111,1477,1827,1796,1888,1129,234,1455,1080,456,1261
25-29,Увс,0,,,,,,,,,,,,,,,,,,2441,2159,1799,2500,2429,2486,2784,3045,2075,2289,3099,3163,3187,3279,2522
25-29,Увс,1,,,,,,,,,,,,,,,,,,1437,2194,1857,2499,2076,2221,2174,2366,2577,1383,1581,3209,2270,1708,2325
25-29,Ховд,0,,,,,,,,,,,,,,,,,,2589,2463,2596,2480,2525,2341,2753,2659,2865,2622,2817,2389,1727,2740,3714
25-29,Ховд,1,,,,,,,,,,,,,,,,,,1862,2139,1638,1868,2042,1828,1875,2618,3024,2018,2748,2183,1675,3740,2479
25-29,Архангай,0,,,,,,,,,,,,,,,,,,3394,3234,2950,3126,2918,2598,1939,3135,2623,2939,3625,2670,1645,2823,3245
25-29,Архангай,1,,,,,,,,,,,,,,,,,,2791,2977,2099,2854,2978,3329,1879,2527,2142,2586,2847,2745,1368,1781,2360
25-29,Баянхонгор,0,,,,,,,,,,,,,,,,,,2640,2317,2158,3559,2374,3104,3163,2940,4136,3962,4132,3116,2557,3006,2070
25-29,Баянхонгор,1,,,,,,,,,,,,,,,,,,2029,1854,2135,2310,2620,3482,2978,3199,3146,2686,2570,2252,2286,1856,1854
25-29,Булган,0,,,,,,,,,,,,,,,,,,2316,1889,1920,1619,1576,1470,1899,1246,1502,1348,1439,1843,1869,1108,672
25-29,Булган,1,,,,,,,,,,,,,,,,,,2294,2180,1613,1950,1674,1024,1759,1579,1541,1636,787,1561,1298,987,664
25-29,Орхон,0,,,,,,,,,,,,,,,,,,1744,3209,3761,2703,3188,3463,2594,3339,2487,2479,2870,2266,2075,1768,1514
25-29,Орхон,1,,,,,,,,,,,,,,,,,,1682,2096,2621,2347,3003,2561,2559,2713,3092,2750,1574,1845,1353,2186,1267
25-29,Өвөрхангай,0,,,,,,,,,,,,,,,,,,3815,3516,3521,3253,2970,3528,3858,4608,4524,3197,5465,2621,3405,4418,2123
25-29,Өвөрхангай,1,,,,,,,,,,,,,,,,,,4912,4042,2034,3041,2844,3264,2634,4958,3699,3176,2327,2896,2058,2639,1988
25-29,Хөвсгөл,0,,,,,,,,,,,,,,,,,,3169,4142,3860,4643,4124,4999,3176,3768,4940,3618,2754,2552,3464,2557,2428
25-29,Хөвсгөл,1,,,,,,,,,,,,,,,,,,2490,3414,3386,3726,4549,3892,3730,3176,3809,3625,3432,3842,3030,1229,5689
25-29,Говьсүмбэр,0,,,,,,,,,,,,,,,,,,262,510,258,414,646,566,559,668,470,620,394,535,499,426,487
25-29,Говьсүмбэр,1,,,,,,,,,,,,,,,,,,0,687,484,330,371,345,478,518,580,475,258,528,389,290,244
25-29,Дархан-Уул,0,,,,,,,,,,,,,,,,,,3475,3364,4211,3949,3102,2745,3556,3178,3656,3916,2065,2981,2466,2280,943
25-29,Дархан-Уул,1,,,,,,,,,,,,,,,,,,1480,2159,2909,2432,1967,1960,2383,2549,1871,1945,2304,1432,1472,1074,1478
25-29,Дорноговь,0,,,,,,,,,,,,,,,,,,2715,2532,1774,1560,2318,2334,2322,2798,1997,2153,1972,1526,2739,799,1471
25-29,Дорноговь,1,,,,,,,,,,,,,,,,,,1544,1550,1499,1090,1724,2397,1769,1935,1979,1906,2325,2425,968,1958,1347
25-29,Дундговь,0,,,,,,,,,,,,,,,,,,964,1346,1077,2044,1094,1021,1245,925,780,891,1134,750,1033,1211,506
25-29,Дундговь,1,,,,,,,,,,,,,,,,,,1689,1342,2007,1989,1167,1180,970,1206,1166,1270,912,1082,1311,959,851
25-29,Өмнөговь,0,,,,,,,,,,,,,,,,,,2275,2066,2289,1205,2230,2592,2546,2037,2324,1942,1151,1440,2257,1325,2128
25-29,Өмнөговь,1,,,,,,,,,,,,,,,,,,1525,1844,1746,1077,1673,1827,1676,1563,1764,1811,2133,1426,1544,1532,2708
25-29,Сэлэнгэ,0,,,,,,,,,,,,,,,,,,4117,2792,2970,3011,3136,2935,1990,2726,2529,3577,1774,2565,1203,523,890
25-29,Сэлэнгэ,1,,,,,,,,,,,,,,,,,,2198,2412,1906,2769,3293,1999,1639,1561,1943,2290,1549,1278,978,1252,431
25-29,Төв,0,,,,,,,,,,,,,,,,,,2255,2153,2654,2978,3706,3292,2748,3564,2277,2343,2041,4431,1880,2372,1043
25-29,Төв,1,,,,,,,,,,,,,,,,,,2106,2387,2356,2340,2195,2135,1763,2407,1876,2542,817,2471,1674,984,1713
25-29,Дорнод,0,,,,,,,,,,,,,,,,,,1465,1657,2442,2106,2538,2572,2756,2670,3111,2497,3607,3157,2787,1339,642
25-29,Дорнод,1,,,,,,,,,,,,,,,,,,2481,1864,2103,1759,2288,1637,1806,2176,2208,1970,3021,1855,832,1993,1923
25-29,Сүхбаатар,0,,,,,,,,,,,,,,,,,,2001,2045,1568,2227,1488,1996,2194,2218,1665,2023,1928,1889,1975,2636,2695
25-29,Сүхбаатар,1,,,,,,,,,,,,,,,,,,822,1881,1590,2493,1608,2305,2319,2230,2245,2174,2389,1012,1601,1646,1453
25-29,Хэнтий,0,,,,,,,,,,,,,,,,,,1831,1861,1952,2071,1787,1872,2533,2561,1968,1779,1500,1799,1445,2138,1846
25-29,Хэнтий,1,,,,,,,,,,,,,,,,,,836,1166,1510,2405,2137,1315,1914,2107,1842,1581,1410,1281,1595,1592,1525
25-29,Улаанбаатар,0,,,,,,,,,,,,,,,,,,30448,36756,34075,38178,41754,44077,43354,48397,49058,45989,41767,42411,38244,34918,32816
25-29,Улаанбаатар,1,,,,,,,,,,,,,,,,,,23777,27675,26372,30069,34261,35040,32952,36589,36478,32422,32263,32395,32515,27520,27191
25-29,Улаанбаатар,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34918,32816
25-29,Улаанбаатар,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27520,27191
25-29,Хан-Уул,0,,,,,,,,,,,,,,,,,,2597,3160,3373,3948,3793,4146,5708,5506,6289,4965,5976,6877,5128,5653,5037
25-29,Хан-Уул,1,,,,,,,,,,,,,,,,,,1808,2668,2914,3122,4069,4007,4485,3693,5716,4182,6449,2292,2901,4055,5468
25-29,Багануур Багахангай,0,,,,,,,,,,,,,,,,,,621,672,521,638,1142,833,931,978,830,1140,3339,2166,962,285,475
25-29,Багануур Багахангай,1,,,,,,,,,,,,,,,,,,886,481,673,407,601,421,606,570,451,434,2448,1723,719,321,476
25-29,Баянзүрх,0,,,,,,,,,,,,,,,,,,5948,9468,8504,9248,11519,11333,12039,12787,12817,11994,9073,11383,8905,7138,12611
25-29,Баянзүрх,1,,,,,,,,,,,,,,,,,,4329,7841,5455,7898,8355,8342,8316,9122,9882,9623,9534,11215,7172,6288,7453
25-29,Налайх,0,,,,,,,,,,,,,,,,,,1258,1274,1102,1026,885,952,1061,1419,1291,1230,,,,732,564
25-29,Налайх,1,,,,,,,,,,,,,,,,,,309,613,458,476,612,736,966,891,762,946,,,,532,666
25-29,Баянгол,0,,,,,,,,,,,,,,,,,,3956,4880,4774,5802,7767,6480,5547,8276,8027,7643,4784,4830,3873,6409,3650
25-29,Баянгол,1,,,,,,,,,,,,,,,,,,3594,3704,4573,5000,6236,5672,6167,6191,6346,3993,2678,2817,6330,4578,3649
25-29,Сүхбаатар,0,,,,,,,,,,,,,,,,,,5183,4504,4723,4804,3895,4013,3916,3944,3812,3511,4833,3585,4218,2632,2530
25-29,Сүхбаатар,1,,,,,,,,,,,,,,,,,,4284,2690,3312,3962,3987,3525,2432,3054,2847,2665,743,5377,3320,2802,2530
25-29,Чингэлтэй,0,,,,,,,,,,,,,,,,,,3894,4376,3430,5127,4603,4392,4639,4620,4457,4343,3472,4903,4810,3735,2681
25-29,Чингэлтэй,1,,,,,,,,,,,,,,,,,,3208,3653,3147,3376,4140,4393,2663,4505,3943,3482,2829,3143,3545,2656,2765
25-29,Сонгинохайрхан,0,,,,,,,,,,,,,,,,,,6991,8422,7648,7585,8150,11928,9513,10867,11535,11163,10290,8667,10349,8334,5268
25-29,Сонгинохайрхан,1,,,,,,,,,,,,,,,,,,5359,6025,5840,5828,6261,7944,7317,8563,6531,7097,7582,5828,8528,6287,4183
30-34,country,0,,,,,,,,,,,,,,,,,,80131,86105,80139,85536,94877,92404,98896,104481,111312,117225,102083,107494,109761,110579,107638
30-34,country,1,,,,,,,,,,,,,,,,,,76206,76411,75799,76570,80111,82195,87474,88226,96039,93291,94722,89616,94026,89610,91345
30-34,Баян-Өлгий,0,,,,,,,,,,,,,,,,,,2272,2786,3060,3321,3757,3591,3996,3822,4338,3239,2382,2449,3096,3636,4272
30-34,Баян-Өлгий,1,,,,,,,,,,,,,,,,,,2879,2750,3091,3160,3722,3576,4185,2256,3571,3352,3717,1775,2076,3079,3667
30-34,Говь-Алтай,0,,,,,,,,,,,,,,,,,,1180,2257,1545,2371,2348,1447,1706,2146,1848,1758,2109,1540,1963,2105,1610
30-34,Говь-Алтай,1,,,,,,,,,,,,,,,,,,1545,2359,2360,2131,2038,1672,1927,1637,2331,1680,2654,2041,1758,1613,1303
30-34,Завхан,0,,,,,,,,,,,,,,,,,,2755,2808,2538,3158,2645,2160,1894,2248,2242,2124,3241,1769,1336,1078,2218
30-34,Завхан,1,,,,,,,,,,,,,,,,,,2126,2086,2725,2364,2378,2828,2087,2604,2116,3049,3608,1828,601,1552,2619
30-34,Увс,0,,,,,,,,,,,,,,,,,,1948,2330,2205,2266,2402,2272,2598,2308,2687,2208,2080,1143,1967,2320,2072
30-34,Увс,1,,,,,,,,,,,,,,,,,,1768,2875,2340,2295,2672,2170,2894,2653,2347,2385,2854,2445,3742,2531,2791
30-34,Ховд,0,,,,,,,,,,,,,,,,,,1954,2577,1807,2831,2510,2697,2675,2551,2562,2837,4191,3176,3626,4271,2871
30-34,Ховд,1,,,,,,,,,,,,,,,,,,1964,2249,2177,2484,2055,3007,2017,2691,2811,2981,3554,1555,3577,1576,3610
30-34,Архангай,0,,,,,,,,,,,,,,,,,,3218,3056,2456,3261,2827,3140,2359,3372,2404,3035,3570,1448,2161,3148,1703
30-34,Архангай,1,,,,,,,,,,,,,,,,,,3262,2835,3329,3374,2361,2899,2615,3838,3061,2964,3172,1778,3277,2933,3006
30-34,Баянхонгор,0,,,,,,,,,,,,,,,,,,3133,2575,2341,2663,2707,2592,3319,3511,3522,3890,2806,3131,1992,4273,4223
30-34,Баянхонгор,1,,,,,,,,,,,,,,,,,,3055,2685,2597,2981,2868,2892,3903,3248,3036,3087,3529,3176,4035,2821,5097
30-34,Булган,0,,,,,,,,,,,,,,,,,,2008,2133,1803,2541,1813,1930,2102,2588,2236,1737,1249,1806,1789,2014,1325
30-34,Булган,1,,,,,,,,,,,,,,,,,,1592,1973,1654,1939,2011,1598,2336,2012,1687,1517,2618,1397,1718,2749,1090
30-34,Орхон,0,,,,,,,,,,,,,,,,,,2714,2062,2350,2848,3172,2430,3241,4069,4468,3834,2191,3477,2184,3823,4617
30-34,Орхон,1,,,,,,,,,,,,,,,,,,3138,2122,2406,2475,2653,2358,2741,3132,2882,2697,2515,1999,2882,2612,2438
30-34,Өвөрхангай,0,,,,,,,,,,,,,,,,,,3635,4027,2513,3306,4088,3281,3185,4245,3938,4326,3133,4301,4877,4649,2126
30-34,Өвөрхангай,1,,,,,,,,,,,,,,,,,,2622,2954,2639,3616,3956,2932,3186,3731,3865,3885,5487,3373,5420,5635,2819
30-34,Хөвсгөл,0,,,,,,,,,,,,,,,,,,3450,3888,3647,3704,4676,4121,4448,4499,4784,5663,2617,3488,6292,2614,3860
30-34,Хөвсгөл,1,,,,,,,,,,,,,,,,,,3324,3834,3216,3638,4525,3718,4240,3671,4705,3515,3064,6090,5476,3302,3084
30-34,Говьсүмбэр,0,,,,,,,,,,,,,,,,,,608,507,335,217,399,501,553,407,777,642,709,380,642,713,382
30-34,Говьсүмбэр,1,,,,,,,,,,,,,,,,,,693,549,338,302,485,433,598,364,420,497,1068,509,720,245,321
30-34,Дархан-Уул,0,,,,,,,,,,,,,,,,,,2853,2799,3103,2562,3604,2300,2815,3154,3549,3648,3570,3381,2605,2078,2645
30-34,Дархан-Уул,1,,,,,,,,,,,,,,,,,,3116,2704,2594,2296,3097,2559,2468,1892,3398,1981,2514,2753,2618,1761,2066
30-34,Дорноговь,0,,,,,,,,,,,,,,,,,,1774,2148,1670,2483,2104,3008,2096,2085,2658,2917,1986,2965,3292,1348,2180
30-34,Дорноговь,1,,,,,,,,,,,,,,,,,,1538,1852,1410,1249,2002,1846,1928,1480,2377,2036,1221,3275,1677,1220,2822
30-34,Дундговь,0,,,,,,,,,,,,,,,,,,1921,1305,1790,1282,1667,1379,1287,1562,2060,1977,666,1505,1327,1295,543
30-34,Дундговь,1,,,,,,,,,,,,,,,,,,1711,1385,1914,1191,1675,1391,1370,1611,2091,1552,1130,1544,1232,1176,1115
30-34,Өмнөговь,0,,,,,,,,,,,,,,,,,,867,2084,1616,1327,1600,2446,2495,2634,2378,2704,3242,3654,3213,2519,3822
30-34,Өмнөговь,1,,,,,,,,,,,,,,,,,,1391,1962,2065,1502,1600,2294,2134,2370,1933,2731,2155,2857,2020,1940,2111
